101,2024-02-18 14:03:43,-22689178
102,2024-02-18 14:03:50,-22760075
103,2024-02-18 14:04:44,-23432874
104,2024-02-18 14:04:45,-23439193
105,2024-02-18 14:04:56,-23559324
106,2024-02-18 14:07:30,-25481096
107,2024-02-18 14:08:34,-26278027
108,2024-02-18 14:08:36,-26296946
109,2024-02-18 14:08:47,-26423456
110,2024-02-18 14:09:12,-26731426
111,2024-02-18 14:09:43,-27104935
112,2024-02-18 14:10:03,-27350123
113,2024-02-18 14:10:06,-27381614
114,2024-02-18 14:10:20,-27553007
115,2024-02-18 14:10:21,-27551111
116,2024-02-18 14:10:32,-27673508
117,2024-02-18 14:11:11,-28158338
118,2024-02-18 14:11:21,-28270714
119,2024-02-18 14:11:22,-28272904
120,2024-02-18 14:12:51,-29389775
121,2024-02-18 14:13:14,-29675114
122,2024-02-18 14:13:51,-30129971
123,2024-02-18 14:14:19,-30465923
124,2024-02-18 14:14:21,-30492011
125,2024-02-18 14:14:39,-30698578
126,2024-02-18 14:15:20,-31208670
127,2024-02-18 14:15:32,-31344707
128,2024-02-18 14:15:58,-31664517
129,2024-02-18 14:16:48,-32288862
130,2024-02-18 14:19:13,-34113096
131,2024-02-18 14:21:03,-35499068
132,2024-02-18 14:21:05,-35509946
133,2024-02-18 14:21:09,-35548762
134,2024-02-18 14:22:25,-36502331
135,2024-02-18 14:22:26,-36504750
136,2024-02-18 14:22:49,-36781424
137,2024-02-18 14:24:13,-37828538
138,2024-02-18 14:25:24,-38716495
139,2024-02-18 14:26:50,-39795128
140,2024-02-18 14:27:47,-40501066
141,2024-02-18 14:28:55,-41351337
142,2024-02-18 14:29:06,-41481508
143,2024-02-18 14:29:07,-41481145
144,2024-02-18 14:29:08,-41485015
145,2024-02-18 14:29:11,-41508845
146,2024-02-18 14:29:20,-41620375
147,2024-02-18 14:29:21,-41621820
148,2024-02-18 14:30:08,-42208370
149,2024-02-18 14:30:17,-42304698
150,2024-02-18 14:31:34,-43261395
151,2024-02-18 14:32:11,-43720102
152,2024-02-18 14:32:30,-43937808
153,2024-02-18 14:34:25,-45390564
154,2024-02-18 14:35:15,-46005018
155,2024-02-18 14:35:26,-46137034
156,2024-02-18 14:35:30,-46170130
157,2024-02-18 14:36:35,-46972966
158,2024-02-18 14:36:49,-47138018
159,2024-02-18 14:36:49,-47135655
160,2024-02-18 14:37:23,-47553085
161,2024-02-18 14:37:37,-47711069
162,2024-02-18 14:37:53,-47902277
163,2024-02-18 14:37:56,-47936173
164,2024-02-18 14:38:34,-48404811
165,2024-02-18 14:39:39,-49185746
166,2024-02-18 14:39:55,-49363457
167,2024-02-18 14:40:02,-49442022
168,2024-02-18 14:40:11,-49533330
169,2024-02-18 14:40:25,-49692844
170,2024-02-18 14:44:55,-51389143
171,2024-02-18 14:45:46,-52005298
172,2024-02-18 14:46:24,-52479173
173,2024-02-18 14:46:59,-52905588
174,2024-02-18 14:47:33,-53334245
175,2024-02-18 14:47:42,-53432936
176,2024-02-18 14:48:07,-53740249
177,2024-02-18 14:48:43,-54182782
178,2024-02-18 14:49:06,-54466898
179,2024-02-18 14:49:32,-54783994
180,2024-02-18 14:52:54,-57321490
181,2024-02-18 14:52:58,-57364600
182,2024-02-18 14:53:05,-57444716
183,2024-02-18 14:54:20,-58355031
184,2024-02-18 14:54:32,-58493469
185,2024-02-18 14:58:26,-60628426
186,2024-02-18 14:58:50,-60908836
187,2024-02-18 15:02:13,-63040510
188,2024-02-18 15:02:32,-63263079
189,2024-02-18 15:02:34,-63275011
190,2024-02-18 15:04:13,-64226516
191,2024-02-18 15:05:33,-65189866
192,2024-02-18 15:07:55,-65565944
193,2024-02-18 15:12:11,-66595577
194,2024-02-18 15:12:19,-66678141
195,2024-02-18 15:12:55,-67125140
196,2024-02-18 15:13:03,-67218138
197,2024-02-18 15:13:08,-67264792
198,2024-02-18 15:13:53,-67823226
199,2024-02-18 15:13:59,-67894304
200,2024-02-18 15:14:22,-68131160
, 2024-02-19 06:02:29,
201,2024-02-19 06:03:59,-1110277
202,2024-02-19 06:04:12,-1272092
203,2024-02-19 06:04:33,-1523300
204,2024-02-19 06:04:41,-1617318
205,2024-02-19 06:04:58,-1817704
206,2024-02-19 06:05:19,-2067520
207,2024-02-19 06:05:32,-2215838
208,2024-02-19 06:06:45,-3110251
209,2024-02-19 06:06:48,-3136380
210,2024-02-19 06:07:03,-3324397
211,2024-02-19 06:08:33,-4348050
212,2024-02-19 06:08:56,-4613344
213,2024-02-19 06:10:35,-5854979
214,2024-02-19 06:11:45,-6724930
215,2024-02-19 06:14:43,-8957287
216,2024-02-19 06:14:53,-9065915
217,2024-02-19 06:15:20,-9394069
218,2024-02-19 06:15:21,-9404177
219,2024-02-19 06:15:29,-9490112
220,2024-02-19 06:15:51,-9752787
221,2024-02-19 06:16:39,-10359576
222,2024-02-19 06:17:28,-10961029
223,2024-02-19 06:17:33,-11004787
224,2024-02-19 06:17:36,-11037806
225,2024-02-19 06:19:12,-12175678
226,2024-02-19 06:20:56,-13471413
227,2024-02-19 06:21:20,-13773968
228,2024-02-19 06:22:43,-14804002
229,2024-02-19 06:25:14,-16691713
230,2024-02-19 06:25:45,-17072240
231,2024-02-19 06:26:20,-17498099
232,2024-02-19 06:27:03,-18027554
233,2024-02-19 06:28:26,-19057206
234,2024-02-19 06:28:44,-19284417
235,2024-02-19 06:28:47,-19309511
236,2024-02-19 06:30:45,-20786585
237,2024-02-19 06:31:03,-20990183
238,2024-02-19 06:31:11,-21089420
239,2024-02-19 06:32:51,-22340714
240,2024-02-19 06:34:39,-23682171
241,2024-02-19 06:34:41,-23694950
242,2024-02-19 06:35:46,-24506277
243,2024-02-19 06:36:15,-24867968
244,2024-02-19 06:36:20,-24917263
245,2024-02-19 06:36:47,-25253521
246,2024-02-19 06:36:56,-25354524
247,2024-02-19 06:38:04,-26197615
248,2024-02-19 06:38:23,-26428769
249,2024-02-19 06:39:03,-26923820
250,2024-02-19 06:39:31,-27250733
, 2024-02-19 13:18:04,
251,2024-02-19 13:18:23,-219430
252,2024-02-19 13:18:39,-404935
253,2024-02-19 13:19:04,-706513
254,2024-02-19 13:19:10,-765108
255,2024-02-19 13:19:14,-810945
256,2024-02-19 13:20:07,-1447162
257,2024-02-19 13:20:08,-1452248
258,2024-02-19 13:20:26,-1648775
259,2024-02-19 13:20:59,-2048330
260,2024-02-19 13:21:50,-2672689
261,2024-02-19 13:23:49,-4108943
262,2024-02-19 13:24:17,-4440599
263,2024-02-19 13:24:41,-4729738
264,2024-02-19 13:25:44,-5502112
265,2024-02-19 13:25:52,-5594250
266,2024-02-19 13:25:56,-5638798
267,2024-02-19 13:26:11,-5811713
268,2024-02-19 13:26:36,-6112984
269,2024-02-19 13:27:42,-6913781
270,2024-02-19 13:27:57,-7091136
271,2024-02-19 13:28:08,-7223472
272,2024-02-19 13:29:33,-8269689
273,2024-02-19 13:31:36,-9791128
274,2024-02-19 13:31:44,-9880666
275,2024-02-19 13:31:48,-9911845
276,2024-02-19 13:32:00,-10057741
277,2024-02-19 13:32:34,-10464793
278,2024-02-19 13:32:35,-10465904
279,2024-02-19 13:34:08,-11609201
280,2024-02-19 13:34:15,-11686528
281,2024-02-19 13:36:08,-12986079
282,2024-02-19 13:36:51,-13468873
283,2024-02-19 13:37:00,-13567305
284,2024-02-19 13:37:16,-13747895
285,2024-02-19 13:37:56,-14223491
286,2024-02-19 13:38:09,-14362842
287,2024-02-19 13:38:47,-14795500
288,2024-02-19 13:40:44,-16134138
289,2024-02-19 13:41:27,-16624809
290,2024-02-19 13:41:45,-16811447
291,2024-02-19 13:42:19,-17193820
292,2024-02-19 13:42:45,-17462313
293,2024-02-19 13:43:05,-17677542
294,2024-02-19 13:43:09,-17707290
295,2024-02-19 13:43:28,-17911821
296,2024-02-19 13:43:52,-18159389
297,2024-02-19 13:43:53,-18164015
298,2024-02-19 13:44:32,-18636574
299,2024-02-19 13:44:58,-18952585
300,2024-02-19 13:45:15,-19116979
301,2024-02-19 13:45:16,-19122089
302,2024-02-19 13:46:34,-19931945
303,2024-02-19 13:48:06,-20965438
304,2024-02-19 13:48:35,-21291571
305,2024-02-19 13:48:37,-21300278
306,2024-02-19 13:48:41,-21336225
307,2024-02-19 13:50:45,-22774676
308,2024-02-19 13:50:50,-22831921
309,2024-02-19 13:51:10,-23051214
310,2024-02-19 13:51:29,-23261166
311,2024-02-19 13:51:40,-23378800
312,2024-02-19 13:55:35,-26067497
313,2024-02-19 13:55:38,-26091628
314,2024-02-19 13:55:41,-26110223
315,2024-02-19 13:56:31,-26620557
316,2024-02-19 13:57:42,-27443171
317,2024-02-19 13:57:49,-27520510
318,2024-02-19 13:59:14,-28477701
319,2024-02-19 14:01:06,-29766856
320,2024-02-19 14:01:10,-29801792
321,2024-02-19 14:04:10,-31906243
322,2024-02-19 14:04:10,-31898718
323,2024-02-19 14:05:00,-32501545
324,2024-02-19 14:05:04,-32538258
325,2024-02-19 14:05:11,-32621168
326,2024-02-19 14:05:13,-32632413
327,2024-02-19 14:05:24,-32760728
328,2024-02-19 14:08:13,-34840725
329,2024-02-19 14:08:17,-34880298
330,2024-02-19 14:08:45,-35226032
331,2024-02-19 14:10:33,-36543265
332,2024-02-19 14:12:28,-37941162
333,2024-02-19 14:12:43,-38106821
334,2024-02-19 14:13:46,-38886897
335,2024-02-19 14:14:17,-39248301
336,2024-02-19 14:14:31,-39411897
337,2024-02-19 14:15:29,-40128394
338,2024-02-19 14:16:22,-40777467
339,2024-02-19 14:16:40,-40980864
340,2024-02-19 14:16:44,-41025434
341,2024-02-19 14:17:05,-41269373
342,2024-02-19 14:17:28,-41548542
343,2024-02-19 14:18:47,-42520994
344,2024-02-19 14:18:48,-42523043
345,2024-02-19 14:22:38,-45366995
346,2024-02-19 14:23:53,-46280232
347,2024-02-19 14:24:36,-46807651
348,2024-02-19 14:24:39,-46832490
349,2024-02-19 14:24:55,-47021723
350,2024-02-19 14:25:14,-47233115
351,2024-02-19 14:25:22,-47320428
352,2024-02-19 14:25:29,-47402521
353,2024-02-19 14:25:42,-47550873
354,2024-02-19 14:25:42,-47543645
355,2024-02-19 14:27:12,-48642123
356,2024-02-19 14:27:14,-48660780
357,2024-02-19 14:27:43,-49007659
358,2024-02-19 14:28:03,-49243058
359,2024-02-19 14:28:05,-49260875
360,2024-02-19 14:28:11,-49321430
361,2024-02-19 14:28:11,-49311971
362,2024-02-19 14:28:33,-49577946
363,2024-02-19 14:28:44,-49697779
364,2024-02-19 14:29:38,-50358127
365,2024-02-19 14:29:38,-50352923
366,2024-02-19 14:31:41,-51862981
367,2024-02-19 14:32:14,-52255060
368,2024-02-19 14:33:52,-53465914
369,2024-02-19 14:37:37,-56234870
370,2024-02-19 14:38:55,-57197739
371,2024-02-19 14:39:00,-57255538
372,2024-02-19 14:41:13,-58878351
373,2024-02-19 14:41:20,-58959068
374,2024-02-19 14:41:22,-58974916
375,2024-02-19 14:41:27,-59034190
376,2024-02-19 14:41:29,-59045658
377,2024-02-19 14:41:37,-59129652
378,2024-02-19 14:42:04,-59454387
379,2024-02-19 14:43:44,-60664626
380,2024-02-19 14:43:47,-60701143
381,2024-02-19 14:43:49,-60713660
382,2024-02-19 14:44:14,-60993787
383,2024-02-19 14:44:40,-61300277
384,2024-02-19 14:45:10,-61667295
385,2024-02-19 14:45:51,-62162328
386,2024-02-19 14:45:54,-62186092
387,2024-02-19 14:46:25,-62566529
388,2024-02-19 14:46:25,-62558095
389,2024-02-19 14:46:26,-62552170
390,2024-02-19 14:47:04,-63016683
391,2024-02-19 14:47:52,-63600412
392,2024-02-19 14:48:07,-63772417
393,2024-02-19 14:48:30,-64054308
394,2024-02-19 14:49:44,-64955247
395,2024-02-19 14:50:31,-65531616
396,2024-02-19 14:50:39,-65618181
397,2024-02-19 14:50:43,-65662133
398,2024-02-19 14:52:56,-67300507
399,2024-02-19 14:53:03,-67372273
400,2024-02-19 14:53:05,-67370723
401,2024-02-19 14:54:14,-68229417
402,2024-02-19 14:55:00,-68788742
403,2024-02-19 14:56:33,-69924419
404,2024-02-19 14:56:39,-69989691
405,2024-02-19 14:58:20,-71232805
406,2024-02-19 14:58:29,-71330891
407,2024-02-19 14:58:40,-71457918
408,2024-02-19 14:59:39,-72187536
409,2024-02-19 15:01:08,-73256910
410,2024-02-19 15:02:00,-73884183
411,2024-02-19 15:02:09,-73961901
412,2024-02-19 15:02:43,-74329940
413,2024-02-19 15:02:52,-74413916
414,2024-02-19 15:04:23,-75443987
415,2024-02-19 15:07:48,-77807483
416,2024-02-19 15:09:04,-78734453
417,2024-02-19 15:09:09,-78786148
418,2024-02-19 15:09:26,-78988843
419,2024-02-19 15:09:27,-78991292
420,2024-02-19 15:09:29,-79004937
421,2024-02-19 15:09:33,-79041555
422,2024-02-19 15:09:50,-79250769
423,2024-02-19 15:10:31,-79749065
424,2024-02-19 15:10:34,-79772297
425,2024-02-19 15:11:19,-80317185
426,2024-02-19 15:11:21,-80338564
427,2024-02-19 15:12:03,-80851099
428,2024-02-19 15:15:25,-83332998
429,2024-02-19 15:15:43,-83544695
430,2024-02-19 15:16:37,-84203347
431,2024-02-19 15:17:30,-84845404
432,2024-02-19 15:17:30,-84837755
433,2024-02-19 15:17:47,-85039574
434,2024-02-19 15:18:17,-85401829
435,2024-02-19 15:18:53,-85833385
436,2024-02-19 15:19:13,-86078897
437,2024-02-19 15:19:22,-86178814
438,2024-02-19 15:19:30,-86263089
439,2024-02-19 15:20:08,-86730895
440,2024-02-19 15:20:17,-86833387
441,2024-02-19 15:20:20,-86859041
442,2024-02-19 15:20:38,-87071411
443,2024-02-19 15:20:45,-87141189
444,2024-02-19 15:20:45,-87137536
445,2024-02-19 15:21:05,-87372414
446,2024-02-19 15:21:17,-87503413
447,2024-02-19 15:21:19,-87521092
448,2024-02-19 15:23:18,-88988941
449,2024-02-19 15:23:28,-89100334
450,2024-02-19 15:23:40,-89229433
451,2024-02-19 15:23:52,-89373687
452,2024-02-19 15:23:55,-89404446
453,2024-02-19 15:25:33,-90601781
454,2024-02-19 15:25:39,-90658839
455,2024-02-19 15:26:20,-91158986
456,2024-02-19 15:26:22,-91180304
457,2024-02-19 15:27:31,-92018461
458,2024-02-19 15:27:52,-92275279
459,2024-02-19 15:28:02,-92387316
460,2024-02-19 15:29:23,-93228073
461,2024-02-19 15:33:11,-95789244
462,2024-02-19 15:33:13,-95810297
463,2024-02-19 15:33:16,-95829732
464,2024-02-19 15:34:01,-96314465
465,2024-02-19 15:34:53,-96944898
466,2024-02-19 15:35:05,-97077328
467,2024-02-19 15:35:19,-97246365
468,2024-02-19 15:35:22,-97277036
469,2024-02-19 15:35:35,-97420820
470,2024-02-19 15:36:09,-97838577
471,2024-02-19 15:39:12,-99925149
472,2024-02-19 15:39:36,-100211207
473,2024-02-19 15:40:06,-100575581
474,2024-02-19 15:41:04,-101289016
475,2024-02-19 15:41:08,-101325929
476,2024-02-19 15:41:37,-101678846
477,2024-02-19 15:41:40,-101707555
478,2024-02-19 15:41:57,-101903953
479,2024-02-19 15:42:30,-102310349
480,2024-02-19 15:42:31,-102311437
481,2024-02-19 15:43:08,-102760551
482,2024-02-19 15:43:26,-102967480
483,2024-02-19 15:43:27,-102975089
484,2024-02-19 15:43:27,-102965857
485,2024-02-19 15:45:01,-104084532
486,2024-02-19 15:47:16,-105572046
487,2024-02-19 15:47:23,-105652122
488,2024-02-19 15:47:46,-105896293
489,2024-02-19 15:48:16,-106250083
490,2024-02-19 15:49:10,-106893397
491,2024-02-19 15:50:04,-107467247
492,2024-02-19 15:50:16,-107598481
493,2024-02-19 15:50:16,-107590525
494,2024-02-19 15:50:19,-107621882
495,2024-02-19 15:50:32,-107774580
496,2024-02-19 15:53:54,-110264736
497,2024-02-19 15:55:34,-111494451
498,2024-02-19 15:56:34,-112225447
499,2024-02-19 15:56:37,-112255254
500,2024-02-19 15:56:51,-112389441
501,2024-02-19 15:57:09,-112594992
502,2024-02-19 15:57:38,-112950427
503,2024-02-19 15:57:47,-113053298
504,2024-02-19 15:58:09,-113310431
505,2024-02-19 15:58:31,-113580725
506,2024-02-19 15:58:39,-113661413
507,2024-02-19 15:59:09,-114027379
508,2024-02-19 16:00:22,-114726775
509,2024-02-19 16:00:47,-115035065
510,2024-02-19 16:00:53,-115096716
511,2024-02-19 16:01:56,-115850090
512,2024-02-19 16:02:02,-115912308
513,2024-02-19 16:02:36,-116322356
514,2024-02-19 16:02:45,-116428812
515,2024-02-19 16:04:00,-117346587
516,2024-02-19 16:04:04,-117386476
517,2024-02-19 16:05:05,-118130794
518,2024-02-19 16:05:06,-118128571
519,2024-02-19 16:06:26,-119096562
520,2024-02-19 16:07:39,-120001458
521,2024-02-19 16:07:42,-120021830
522,2024-02-19 16:07:42,-120018966
523,2024-02-19 16:08:18,-120456884
524,2024-02-19 16:17:52,-127463100
525,2024-02-19 16:20:12,-129177953
526,2024-02-19 16:21:29,-130134464
527,2024-02-19 16:21:46,-130329609
528,2024-02-19 16:21:47,-130330762
529,2024-02-19 16:22:31,-130869994
530,2024-02-19 16:22:34,-130903590
531,2024-02-19 16:22:40,-130963789
532,2024-02-19 16:22:44,-131003277
533,2024-02-19 16:22:47,-131030547
534,2024-02-19 16:23:10,-131307299
535,2024-02-19 16:28:48,-135493755
536,2024-02-19 16:30:10,-136499834
537,2024-02-19 16:32:06,-137931845
538,2024-02-19 16:32:24,-138146717
539,2024-02-19 16:32:29,-138204206
540,2024-02-19 16:33:13,-138743973
541,2024-02-19 16:33:43,-139099386
542,2024-02-19 16:33:56,-139258704
543,2024-02-19 16:35:08,-140142853
544,2024-02-19 16:35:21,-140296078
545,2024-02-19 16:35:22,-140292421
546,2024-02-19 16:35:38,-140490916
547,2024-02-19 16:36:16,-140948448
548,2024-02-19 16:37:33,-141902186
549,2024-02-19 16:37:35,-141905485
550,2024-02-19 16:37:48,-142045536
551,2024-02-19 16:37:55,-142131027
552,2024-02-19 16:39:21,-143175898
553,2024-02-19 16:39:25,-143215689
554,2024-02-19 16:42:37,-145550341
555,2024-02-19 16:42:38,-145558319
556,2024-02-19 16:43:18,-146044815
557,2024-02-19 16:43:38,-146284353
558,2024-02-19 16:43:45,-146365324
559,2024-02-19 16:45:16,-147458954
560,2024-02-19 16:45:20,-147495043
561,2024-02-19 16:45:22,-147504682
562,2024-02-19 16:46:02,-147998391
563,2024-02-19 16:46:17,-148172499
564,2024-02-19 16:46:48,-148544455
565,2024-02-19 16:47:48,-149290894
566,2024-02-19 16:48:02,-149446731
567,2024-02-19 16:48:14,-149587629
568,2024-02-19 16:48:31,-149782084
569,2024-02-19 16:49:36,-150585229
570,2024-02-19 16:49:42,-150644947
571,2024-02-19 16:51:02,-151633397
572,2024-02-19 16:52:57,-153000623
573,2024-02-19 16:53:00,-153026460
574,2024-02-19 16:54:04,-153802695
575,2024-02-19 16:56:04,-155279473
576,2024-02-19 16:56:08,-155323568
577,2024-02-19 16:56:35,-155624002
578,2024-02-19 16:56:43,-155713198
579,2024-02-19 16:58:16,-156818471
580,2024-02-19 16:58:33,-157020722
581,2024-02-19 16:59:56,-158023157
582,2024-02-19 17:00:31,-158441396
583,2024-02-19 17:01:59,-159474834
584,2024-02-19 17:03:17,-160425130
585,2024-02-19 17:04:19,-161178083
586,2024-02-19 17:04:45,-161494038
587,2024-02-19 17:05:28,-162022130
588,2024-02-19 17:07:03,-163187388
589,2024-02-19 17:07:55,-163820457
590,2024-02-19 17:08:38,-164287354
591,2024-02-19 17:09:09,-164659105
592,2024-02-19 17:09:19,-164770864
593,2024-02-19 17:09:20,-164775311
594,2024-02-19 17:09:29,-164877526
595,2024-02-19 17:09:34,-164926333
596,2024-02-19 17:10:20,-165484132
597,2024-02-19 17:10:34,-165651411
598,2024-02-19 17:10:43,-165739010
599,2024-02-19 17:10:56,-165893458
600,2024-02-19 17:11:31,-166264748
601,2024-02-19 17:11:40,-166361094
602,2024-02-19 17:12:14,-166774690
603,2024-02-19 17:12:20,-166836422
604,2024-02-19 17:12:40,-167071016
605,2024-02-19 17:12:46,-167140892
606,2024-02-19 17:12:52,-167200944
607,2024-02-19 17:13:46,-167858579
608,2024-02-19 17:13:55,-167958718
609,2024-02-19 17:19:51,-172373413
610,2024-02-19 17:19:54,-172392968
611,2024-02-19 17:19:57,-172419864
612,2024-02-19 17:19:57,-172414855
613,2024-02-19 17:20:06,-172515011
614,2024-02-19 17:20:40,-172928745
615,2024-02-19 17:21:30,-173535918
616,2024-02-19 17:22:03,-173941916
617,2024-02-19 17:22:14,-174071911
618,2024-02-19 17:23:20,-174880247
619,2024-02-19 17:23:46,-175194939
620,2024-02-19 17:24:49,-175960118
621,2024-02-19 17:25:38,-176552536
622,2024-02-19 17:26:08,-176910028
623,2024-02-19 17:26:22,-177069959
624,2024-02-19 17:26:26,-177111614
625,2024-02-19 17:27:03,-177558702
626,2024-02-19 17:27:28,-177867319
627,2024-02-19 17:27:31,-177884434
628,2024-02-19 17:35:12,-183139373
629,2024-02-19 17:35:34,-183355904
630,2024-02-19 17:35:53,-183577593
631,2024-02-19 17:36:09,-183767907
632,2024-02-19 17:36:47,-184233285
633,2024-02-19 17:36:57,-184351042
634,2024-02-19 17:37:05,-184440019
635,2024-02-19 17:39:31,-186237412
636,2024-02-19 17:39:31,-186234162
637,2024-02-19 17:39:31,-186224415
638,2024-02-19 17:40:08,-186664832
639,2024-02-19 17:40:13,-186719378
640,2024-02-19 17:40:35,-186988271
641,2024-02-19 17:40:53,-187197563
642,2024-02-19 17:40:53,-187191711
643,2024-02-19 17:41:22,-187532886
644,2024-02-19 17:42:25,-188250919
645,2024-02-19 17:42:52,-188568736
646,2024-02-19 17:42:54,-188577445
647,2024-02-19 17:43:59,-189374260
648,2024-02-19 17:44:00,-189380347
649,2024-02-19 17:45:40,-190615785
650,2024-02-19 17:45:57,-190775179
651,2024-02-19 17:46:23,-191097470
652,2024-02-19 17:49:43,-193412506
653,2024-02-19 17:50:18,-193775265
654,2024-02-19 17:51:11,-194405022
655,2024-02-19 17:53:29,-196107309
656,2024-02-19 17:54:50,-197100664
657,2024-02-19 17:54:52,-197121701
658,2024-02-19 17:55:27,-197534579
659,2024-02-19 17:55:48,-197784948
660,2024-02-19 17:56:28,-198273127
661,2024-02-19 17:57:16,-198853236
662,2024-02-19 17:57:22,-198923586
663,2024-02-19 17:57:26,-198954943
664,2024-02-19 17:57:47,-199212910
665,2024-02-19 17:58:03,-199390709
666,2024-02-19 17:58:10,-199468263
667,2024-02-19 17:58:12,-199488060
668,2024-02-19 17:58:24,-199624119
669,2024-02-19 17:58:27,-199657508
670,2024-02-19 17:58:57,-200017681
671,2024-02-19 17:59:29,-200408136
672,2024-02-19 18:00:02,-200811264
673,2024-02-19 18:00:06,-200845889
674,2024-02-19 18:00:08,-200857758
675,2024-02-19 18:00:37,-201212236
676,2024-02-19 18:01:00,-201475943
677,2024-02-19 18:02:08,-202308496
678,2024-02-19 18:02:44,-202741225
679,2024-02-19 18:05:44,-204964802
680,2024-02-19 18:07:08,-205999648
681,2024-02-19 18:07:56,-206586779
682,2024-02-19 18:08:57,-207331891
683,2024-02-19 18:09:02,-207380105
684,2024-02-19 18:09:02,-207375960
685,2024-02-19 18:09:13,-207501988
686,2024-02-19 18:09:13,-207496902
687,2024-02-19 18:09:32,-207718358
688,2024-02-19 18:09:34,-207733265
689,2024-02-19 18:09:42,-207821180
690,2024-02-19 18:09:53,-207951529
691,2024-02-19 18:09:54,-207948456
692,2024-02-19 18:10:28,-208361500
693,2024-02-19 18:10:39,-208482708
694,2024-02-19 18:10:41,-208505098
695,2024-02-19 18:10:57,-208697828
696,2024-02-19 18:11:06,-208790226
697,2024-02-19 18:11:35,-209144540
