U' L' U
U' L' U D
U' L' U D'
U' L' U D2
U' L' D U
U' L' D' U
U' L' D2 U
U' D L' U
U' D' L' U
D' U' L' U
U' D2 L' U
D U' L' U
L D' L' B2
D2 U' L' U
L D' B2 L'
B2 U' L' U
B' U' L' U
B U' L' U
U' L U D' B2
D L D' L' B2
U' L D' U B2
D' L D' L' B2
B' L D' L' B2
D L D' B2 L'
B L D' L' B2
D' L D' B2 L'
D2 L D' L' B2
B' L D' B2 L'
B2 L D' L' B2
D2 L D' B2 L'
B L D' B2 L'
B2 L D' B2 L'
U' L2 D L U
U' L2 D' L U
U' L2 D2 L U
R' U' L' U R
U R U2 L' U
L2 U' L U L
R2 U' L' U R2
L U' L2 U L
R U' L' U R'
U R' U2 L' U
U R2 U2 L' U
L D L' D2 B2
U' D L' U D
U' D L' U D'
U' D L' U D2
U' D L' D U
U' D L' D' U
U' D L' D2 U
F2 U R U' F2
L D' L B2 L2
L D' L' B2 D
L D' L' B2 D'
L D' L' B2 D2
D U' L' U D
D U' L' U D'
D U' L' U D2
D U' L' D U
D U' L' D' U
D U' L' D2 U
D' U' L' U D
D' U' L' U D'
D' U' L' U D2
D' U' L' D U
D' U' L' D' U
D' U' L' D2 U
U' D' L' U D
U' D' L' U D'
U' D' L' U D2
U' D' L' D U
B' U' L' U D
B' U' L' U D'
B' U' L' U D2
U' D' L' D' U
U' D' L' D2 U
B' U' L' D U
B' U' L' D' U
B' U' L' D2 U
D2 U' L' U D
D2 U' L' U D'
D2 U' L' U D2
D2 U' L' D U
D2 U' L' D' U
D2 U' L' D2 U
B U' L' U D
B U' L' U D'
B U' L' U D2
B U' L' D U
B U' L' D' U
B U' L' D2 U
L D' B L' B
B2 U' L' U D
B2 U' L' U D'
B2 U' L' U D2
B2 U' L' D U
B2 U' L' D' U
B2 U' L' D2 U
B' U' D L' U
B' U' D' L' U
L D' B2 L' D
L D' B2 L' D'
L D' B2 L' D2
L D' B2 D L'
L D' B2 D' L'
L D' B2 D2 L'
B' U' D2 L' U
B U' D L' U
L D2 L' D B2
B U' D' L' U
B2 U' D L' U
B U' D2 L' U
B2 U' D' L' U
B2 U' D2 L' U
U' D2 L' U D
U' D2 L' U D'
U' D2 L' U D2
U' D2 L' U D2
U' D2 L' D U
U' D2 L' D' U
U' D2 L' D2 U
B' D U' L' U
B2 D U' L' U
B D U' L' U
B' D' U' L' U
B2 D' U' L' U
B D' U' L' U
U F2 R F2 U'
U2 F2 U' R U'
B' D2 U' L' U
B2 D2 U' L' U
B D2 U' L' U
D' B U' L' U
D B U' L' U
L B D' L' B2
L B D' B2 L'
D2 B U' L' U
U' B' L' B U
D' B' U' L' U
D B' U' L' U
L B' D' L' B2
D2 B' U' L' U
L B' D' B2 L'
U' B2 L' B2 U
D' B2 U' L' U
D B2 U' L' U
D2 B2 U' L' U
L B2 D' L' B2
L B2 D' B2 L'
U' L U D' B2 D
U' L U D' B2 D'
U' L U D' B2 D2
B' L U' L2 U L
B' L U' L2 U L
U' L U B D' B2
R' L D' L' R B2
U' L U B' D' B2
R' L D' L' B2 R
D' L U' L2 U L
D' L U' L2 U L
D L U' L2 U L
D L U' L2 U L
U' L U B2 D' B2
R' L D' R L' B2
R' L D' R B2 L'
B2 L U' L2 U L
B2 L U' L2 U L
D2 L U' L2 U L
D2 L U' L2 U L
B L U' L2 U L
B L U' L2 U L
L R D' L' R' B2
U' L U' D F2 U2
L R D' R' L' B2
L R D' R' B2 L'
R' L D' B2 L' R
R' L D' B2 R L'
R L D' L' R' B2
R L D' R' L' B2
R L D' R' B2 L'
U' L U2 D2 R2 U'
B' L D L' D2 B2
D L D L' D2 B2
D' L D L' D2 B2
U2 L D L' F2 U2
D2 L D L' D2 B2
B2 L D L' D2 B2
B L D L' D2 B2
U' L D U' F2 U2
U' L D U' F2 U2
U2 L D F2 U2 R
B' L D' L B2 L2
D' L D' L B2 L2
B' L D' L' B2 D
B' L D' L' B2 D'
B' L D' L' B2 D2
D2 L D' L B2 L2
D L D' L B2 L2
D' L D' L' B2 D
D' L D' L' B2 D'
D' L D' L' B2 D2
U' L D' L U B2
D2 L D' L' B2 D
D2 L D' L' B2 D'
D2 L D' L' B2 D2
D L D' L' B2 D
D L D' L' B2 D'
D L D' L' B2 D2
U2 L D' L' U2 B2
U' L D' L' U B2
B2 L D' L B2 L2
U L D' L' U' B2
U' L D' L2 U B2
B2 L D' L' B2 D
B2 L D' L' B2 D'
B2 L D' L' B2 D2
B L D' L B2 L2
B L D' L' B2 D
B L D' L' B2 D'
B L D' L' B2 D2
U' L D' U B2 D
U' L D' U B2 D'
U' L D' U B2 D2
U' L D' U B2 D2
B' L D' B L' B
D' L D' B L' B
D L D' B L' B
D2 L D' B L' B
B' L D' B2 L' D
B' L D' B2 L' D'
B' L D' B2 L' D2
B' L D' B2 D L'
B' L D' B2 D' L'
B' L D' B2 D2 L'
D' L D' B2 L' D
D' L D' B2 L' D'
D' L D' B2 L' D2
D2 L D' B2 L' D
D2 L D' B2 L' D'
D2 L D' B2 L' D2
B2 L D' B L' B
D' L D' B2 D L'
D L D' B2 L' D
D L D' B2 L' D'
D L D' B2 L' D2
D' L D' B2 D' L'
D' L D' B2 D2 L'
D2 L D' B2 D L'
D2 L D' B2 D' L'
D2 L D' B2 D2 L'
D L D' B2 D L'
D L D' B2 D' L'
D L D' B2 D2 L'
B' L D2 L' D B2
D' L D2 L' D B2
