L2 D' R2
L2 R D' R2
L2 R' D' R2
R L2 D' R2
L2 R2 D' R2
R' L2 D' R2
R2 L2 D' R2
L2 U' B2 U
D' R2 D L2
L2 D' R2 D
L2 D' R2 D'
L2 D' R2 D2
L D' L R2
L D' R2 L
L' D' L' R2
L' D' R2 L'
U' B2 U L2
R' L D' L R2
R' L D' R2 L
D' L R2 D L2
L2 R U' B2 U
L R D' L R2
L R D' R2 L
R2 L D' L R2
R L D' L R2
R2 L D' R2 L
L2 R D' R2 D
L2 R D' R2 D'
L2 R D' R2 D2
L2 R D' R2 D2
L' R D' L' R2
L' R D' R2 L'
R L D' R2 L
R' L' D' L' R2
R' L' D' R2 L'
L2 R' U' B2 U
L' R' D' L' R2
L2 R' D' R2 D
L2 R' D' R2 D'
L2 R' D' R2 D2
L' R' D' R2 L'
L R' D' L R2
R2 L' D' L' R2
L R' D' R2 L
R2 L' D' R2 L'
D' L' R2 D L2
R L' D' L' R2
R L' D' R2 L'
R' L2 U' B2 U
R' L2 D' R2 D
R' L2 D' R2 D'
R' L2 D' R2 D2
L2 R2 U' B2 U
R2 L2 U' B2 U
L' R2 D' L' R2
L' R2 D' R2 L'
R L2 U' B2 U
L R2 D' L R2
L2 R2 D' R2 D
L2 R2 D' R2 D'
L2 R2 D' R2 D2
L R2 D' R2 L
R2 L2 D' R2 D
R2 L2 D' R2 D'
R2 L2 D' R2 D2
R L2 D' R2 D
R L2 D' R2 D'
R L2 D' R2 D2
D' L2 R2 D L2
F L2 D' F' R2
F L2 F' D' R2
F2 L2 F2 D' R2
B2 L2 B2 D' R2
L2 U D2 F2 U'
D' R D L2 R
D' R D R L2
R' U' B2 U L2
L' U' B2 U L'
D' R' D L2 R'
D' R' D R' L2
R2 U' B2 U L2
L2 U' B2 U D
L2 U' B2 U D'
L2 U' B2 U D2
L2 U' B2 D U
L2 U' B2 D' U
L2 U' B2 D2 U
R U' B2 U L2
L2 U2 D L2 U2
D' R2 L D L2
D' R2 L' D L2
D' R2 L2 D L2
D' R2 U B2 U'
D' R2 D L2 D
D' R2 D L2 D'
D' R2 D L2 D2
L2 D R D2 R2
L2 D R' D2 R2
L2 D R2 D2 R2
L2 D U2 L2 U2
L' D' L' R2 D
L' D' L' R2 D'
L' D' L' R2 D2
R' D' R2 D L2
L D' L R2 D
L D' L R2 D'
L D' L R2 D2
L' D' R2 L' D
L' D' R2 L' D'
L' D' R2 L' D2
L' D' R2 D L'
L' D' R2 D' L'
L' D' R2 D2 L'
R2 D' R2 D L2
D' U B2 U' R2
L D' R2 L D
L D' R2 L D'
L D' R2 L D2
L2 D' R D R
L2 D' R D' R
L2 D' R D2 R
L D' R2 D L
L D' R2 D' L
L D' R2 D2 L
L2 D' R' D R'
L2 D' R' D' R'
L2 D' R' D2 R'
R D' R2 D L2
L' D2 L' D R2
L2 D' F' R2 F
L2 D' F2 R2 F2
L2 D' B R2 B'
L D2 L D R2
L2 D' B2 R2 B2
U D' B2 U' R2
L2 D2 R D R2
L2 D2 R' D R2
L2 D2 R2 D R2
L2 D2 U F2 U'
L2 F D' F' R2
U' F B2 U L2
L2 F' D' R2 F
L2 F' D' F R2
U' F' B2 U L2
U' F2 B2 U L2
U' B2 U L2 D
U' B2 U L2 D'
U' B2 U L2 D2
U' B2 D F2 U
U' B2 F U L2
U' B2 F' U L2
U' B2 F2 U L2
D' L R D L2 R
D' L R D R L2
L2 R U D2 F2 U'
D' L R' D L2 R'
D' L R' D R' L2
L' R U' B2 U L'
D' L R2 U B2 U'
D' L R2 D L2 D
D' L R2 D L2 D'
D' L R2 D L2 D2
L2 R U' B2 U D
L2 R U' B2 U D'
L2 R U' B2 U D2
L2 R U' B2 D U
L2 R U' B2 D' U
L2 R U' B2 D2 U
L2 R U2 D L2 U2
L2 R D R D2 R2
D' L U B2 U' R2
L2 R D R' D2 R2
R' L D' L R2 D
R' L D' L R2 D'
R' L D' L R2 D2
L2 R D R2 D2 R2
L' R D' L' R2 D
L' R D' L' R2 D'
L' R D' L' R2 D2
L2 R D U2 L2 U2
L2 R D U2 L2 U2
R' L D' R2 L D
R' L D' R2 L D'
R' L D' R2 L D2
R' L D' R2 D L
R' L D' R2 D' L
R' L D' R2 D2 L
R' L D' R2 D2 L
R2 L D' L R2 D
R2 L D' L R2 D'
R2 L D' L R2 D2
L' R D' R2 L' D
L' R D' R2 L' D'
L' R D' R2 L' D2
L R D' L R2 D
L R D' L R2 D'
L R D' L R2 D2
L' R D' R2 D L'
L' R D' R2 D' L'
L' R D' R2 D2 L'
R2 L D' R2 L D
R2 L D' R2 L D'
R2 L D' R2 L D2
R2 L D' R2 D L
R2 L D' R2 D' L
R2 L D' R2 D2 L
L R D' R2 L D
L R D' R2 L D'
L R D' R2 L D2
L R D' R2 D L
L R D' R2 D' L
L R D' R2 D2 L
R L D' L R2 D
R L D' L R2 D'
R L D' L R2 D2
L2 R D' R D R
L2 R D' R D' R
L2 R D' R D2 R
R' L D2 L D R2
L2 R D' R' D R'
L2 R D' R' D' R'
L2 R D' R' D2 R'
U2 L U2 L D' R2
L' R D2 L' D R2
R L D' R2 L D
R L D' R2 L D'
R L D' R2 L D2
R L D' R2 D L
R L D' R2 D' L
R L D' R2 D2 L
L2 R D' F' R2 F
L2 R D' F2 R2 F2
R2 L D2 L D R2
L2 R D' B R2 B'
L R D2 L D R2
U2 L U2 D' L R2
U2 L U2 D' R2 L
L2 R D' B2 R2 B2
L2 R D2 R D R2
R L D2 L D R2
L2 R D2 R' D R2
L2 R D2 R2 D R2
L2 R D2 U F2 U'
U2 L D L2 U2 L'
D' L D L2 D' R2
D2 L D R2 D L2
F L D' L F' R2
L2 R F D' F' R2
U2 L D' U2 L R2
U2 L D' U2 R2 L
F L D' F' L R2
F L D' F' R2 L
D2 L D2 L2 D' R2
L2 R F' D' R2 F
L2 R F' D' F R2
F L F' L D' R2
F L F' D' L R2
F L F' D' R2 L
F2 L F2 L D' R2
F2 L F2 D' L R2
F2 L F2 D' R2 L
L2 R' U D2 F2 U'
R' L' U' B2 U L'
L' R' U' B2 U L'
R2 L' U' B2 U L'
L2 R' U' B2 U D
L2 R' U' B2 U D'
L2 R' U' B2 U D2
L2 R' U' B2 D U
L2 R' U' B2 D' U
L2 R' U' B2 D2 U
R L' U' B2 U L'
D' L' R D L2 R
D' L' R D R L2
L2 R' U2 D L2 U2
D' L' R' D L2 R'
D' L' R' D R' L2
L' R' D' L' R2 D
L' R' D' L' R2 D'
L' R' D' L' R2 D2
L2 R' D R D2 R2
R' L' D' L' R2 D
R' L' D' L' R2 D'
R' L' D' L' R2 D2
L2 R' D R' D2 R2
L2 R' D R2 D2 R2
L' R' D' R2 L' D
L' R' D' R2 L' D'
L' R' D' R2 L' D2
L' R' D' R2 D L'
L' R' D' R2 D' L'
R' L' D' R2 L' D
R' L' D' R2 L' D'
R' L' D' R2 L' D2
L' R' D' R2 D2 L'
R' L' D' R2 D L'
R' L' D' R2 D' L'
R' L' D' R2 D2 L'
L2 R' D U2 L2 U2
L R' D' L R2 D
L R' D' L R2 D'
L R' D' L R2 D2
R2 L' D' L' R2 D
D' L' R2 U B2 U'
R2 L' D' L' R2 D'
R2 L' D' L' R2 D2
D' L' R2 D L2 D
D' L' R2 D L2 D'
D' L' R2 D L2 D2
L R' D' R2 L D
L R' D' R2 L D'
L R' D' R2 L D2
L' R' D2 L' D R2
L R' D' R2 D L
L R' D' R2 D' L
L R' D' R2 D2 L
R2 L' D' R2 L' D
R2 L' D' R2 L' D'
R2 L' D' R2 L' D2
R2 L' D' R2 D L'
R2 L' D' R2 D' L'
R2 L' D' R2 D2 L'
R L' D' L' R2 D
R L' D' L' R2 D'
R L' D' L' R2 D2
L2 R' D' R D R
L2 R' D' R D' R
L2 R' D' R D2 R
R' L' D2 L' D R2
L2 R' D' R' D R'
L2 R' D' R' D' R'
L2 R' D' R' D2 R'
R L' D' R2 L' D
R L' D' R2 L' D'
R L' D' R2 L' D2
R L' D' R2 D L'
R L' D' R2 D' L'
R L' D' R2 D2 L'
L2 R' D' F' R2 F
L2 R' D' F2 R2 F2
L2 R' D' B R2 B'
