F L' R'
R' F L'
R' F L'
F R' L'
F L' R' D
F L' R' D'
F L' R' D2
F L' D R'
F L' D' R'
F L' D2 R'
F R' L' D
F R' L' D'
F R' L' D2
F R' D L'
F R' D' L'
F R' D2 L'
R' F L' D
R' F L' D'
R' F L' D2
R' F D L'
R' F D' L'
R F L' R2
R' F D2 L'
R F R2 L'
R F R2 L'
F D L' R'
F D R' L'
F D' L' R'
F D' R' L'
F D2 L' R'
F D2 R' L'
R' L F L' F
F' L F2 L' R'
F2 L F' L' R'
F' L F2 R' L'
F2 L F' R' L'
F L' R2 D R
F L' R2 D' R
F L' R2 D2 R
L R' F L' F
F L' D R' D
F L' D R' D'
F L' D R' D2
F L' D' R' D
F L' D' R' D'
F L' D' R' D2
F L' D2 R' D
F L' D2 R' D'
F L' D2 R' D2
F L' F' R' F
F L' F2 R' F2
F' L' F2 L' R'
F' L' F2 R' L'
F2 L' F' L' R'
F2 L' F' R' L'
F L2 R' D L
F L2 R' D' L
F L2 R' D2 L
F L2 D L R'
F L2 D R' L
F L2 D' L R'
F L2 D' R' L
F L2 D2 L R'
F L2 D2 R' L
F' L2 F2 L' R'
F' L2 F2 R' L'
F2 L2 F' L' R'
F2 L2 F' R' L'
F R' L2 D L
F R' L2 D' L
F R' L2 D2 L
F R' D L' D
F R' D L' D'
F R' D L' D2
D' R' D F L'
F R' D' L' D
F R' D' L' D'
F R' D' L' D2
F R' D2 L' D
F R' D2 L' D'
F R' D2 L' D2
D2 R' D2 F L'
F R' B' L' B
F' R' F2 D2 L2
F R' B2 L' B2
F R2 L' D R
F R2 L' D' R
F R2 L' D2 R
F R2 D L' R
F R2 D R L'
F R2 D' L' R
F R2 D' R L'
F R2 D2 L' R
F R2 D2 R L'
R' F L2 D L
R' F L2 D' L
R' F L2 D2 L
L F L' R' F
L F L' F R'
R' F D L' D
R' F D L' D'
R' F D L' D2
R' F D' L' D
R' F D' L' D'
R' F D' L' D2
L F R' L' F
R F L' R2 D
R F L' R2 D'
R F L' R2 D2
R' F D2 L' D
R' F D2 L' D'
R' F D2 L' D2
R' F B' L' B
R' F B2 L' B2
F D L' R' D
F D L' R' D'
F D L' R' D2
R F R2 L' D
R F R2 L' D'
R F R2 L' D2
F D L' D R'
F D L' D' R'
R F R2 D L'
F D L' D2 R'
R F R2 D' L'
R' F' L F2 L'
R F R2 D2 L'
R' F' L' F2 L'
R' F' L2 F2 L'
F D R' L' D
F D R' L' D'
F D R' L' D2
F D R' D L'
F D R' D' L'
F D R' D2 L'
F2 D F' L' R'
F2 D F' R' L'
F D' L' R' D
F D' L' R' D'
F D' L' R' D2
F D' L' D R'
F D' L' D' R'
F D' L' D' R'
F D' L' D2 R'
R' F2 L F' L'
R' F2 L' F' L'
F D' R' L' D
F D' R' L' D'
F D' R' L' D2
F D' R' D L'
F D' R' D' L'
F D' R' D2 L'
R' F2 L2 F' L'
R' F2 D F' L'
R' F2 D' F' L'
F2 D' F' L' R'
F2 D' F' R' L'
R' F2 D2 F' L'
F D2 L' R' D
F D2 L' R' D'
F D2 L' R' D2
F D2 L' D R'
F D2 L' D' R'
F D2 L' D2 R'
F D2 R' L' D
F D2 R' L' D'
F D2 R' L' D2
F D2 R' D L'
F D2 R' D' L'
F D2 R' D2 L'
F2 D2 F' L' R'
F2 D2 F' R' L'
B' F L' B R'
F B' L' B R'
R' B' F L' B
R' B2 F L' B2
F L R' F L2 F'
F L R' F2 L2 F2
F L R' B' L2 B
F L R' B2 L2 B2
F' L R' F2 D2 L2
R' L F L' D F
R' L F L' D' F
R' L F L' D2 F
R' L F L' F D
R' L F L' F D'
R' L F L' F D2
F L D R' D' L2
L R F L' R2 F
L R F L' F R2
F2 L D F' L' R'
F2 L D F' R' L'
L R F R2 L' F
R L F L' R2 F
R L F L' F R2
R L F R2 L' F
F L D' R' D L2
F2 L D' F' L' R'
F2 L D' F' R' L'
F2 L D2 F' L' R'
F2 L D2 F' R' L'
F' L F R' F L'
F L F L2 F' R'
F2 L F' L' R' D
F2 L F' L' R' D'
F2 L F' L' R' D2
F2 L F' L' D R'
F2 L F' L' D' R'
F2 L F' L' D2 R'
F2 L F' R' L' D
F2 L F' R' L' D'
F2 L F' R' L' D2
F2 L F' R' D L'
F2 L F' R' D' L'
F2 L F' R' D2 L'
F2 L F' R' D2 L'
F L F' R' F L2
F2 L F' D L' R'
F2 L F' D R' L'
F2 L F' D' L' R'
F2 L F' D' L' R'
F2 L F' D' R' L'
F2 L F' D2 L' R'
F2 L F' D2 R' L'
F' L F2 L' R' D
F' L F2 L' R' D'
F' L F2 L' R' D2
F' L F2 L' D R'
F' L F2 L' D' R'
F' L F2 L' D2 R'
F' L F2 R' L' D
F' L F2 R' L' D'
F' L F2 R' L' D2
F' L F2 R' D L'
F' L F2 R' D' L'
F' L F2 R' D2 L'
F2 L F2 R' F L'
F L F2 L2 R' F2
F L F2 L2 F2 R'
F' L F2 D L' R'
F' L F2 D R' L'
F L F2 R' L2 F2
F L F2 R' F2 L2
F' L F2 D' L' R'
F' L F2 D' R' L'
F' L F2 D2 L' R'
F' L F2 D2 R' L'
F L B' L2 B R'
F L' R F' R2 F
F L' R F2 R2 F2
F L' R B R2 B'
F L' R B2 R2 B2
F' L' R' F2 D2 L2
F L' R' F D F'
F L' R' F D' F'
F L' R' F D2 F'
F L' R' F' D F
F L' R' F' D' F
F L' R' F' D2 F
F L' R' B D B'
F L' R' B D' B'
F L' R' B D2 B'
F L' R' B' D B
F L' R' B' D' B
F L' R' B' D2 B
F L' R2 D R D
F L' R2 D R D'
F L' R2 D R D2
F L' R2 D' R D
F L' R2 D' R D'
F L' R2 D' R D2
F L' R2 D2 R D
F L' R2 D2 R D'
F L' R2 D2 R D'
F L' R2 D2 R D2
F L' R2 B R B'
L' R' F L F L2
F L' R2 B2 R B2
R' L' F L F L2
F L' U F U' R'
F L' U F' U' R'
F L' U F2 U' R'
L R' F L' D F
L R' F L' D' F
L R' F L' D2 F
L R' F L' F D
