R' L' U2
L' R' U2
R' L' U2 D
R' L' U2 D'
R' L' U2 D2
R' L' D U2
R' L' D' U2
R' L' D2 U2
D L' R' U2
D2 L' R' U2
D' L' R' U2
L' R' U2 D
L' R' U2 D'
L' R' U2 D2
L' R' D U2
L' R' D' U2
L' R' D2 U2
D' R' L' U2
D R' L' U2
D2 R' L' U2
R' D L' U2
R' D' L' U2
L' D R' U2
R' D2 L' U2
L' D' R' U2
L' D2 R' U2
R' L U2 D2 R2
R' L D2 U2 R2
L' R U2 D2 L2
L' R D2 U2 L2
L2 R' D L U2
L R' U2 D2 R2
L2 R' D' L U2
D2 L' R' U2 D
D2 L' R' U2 D'
D2 L' R' U2 D2
D2 L' R' D U2
R L' U2 D2 L2
D2 L' R' D' U2
R2 L' D R U2
D L' R' U2 D
D L' R' U2 D'
D L' R' U2 D2
D' L' R' U2 D
D' L' R' U2 D'
D2 L' R' D2 U2
D' L' R' U2 D2
D L' R' D U2
D' L' R' D U2
D L' R' D' U2
D' L' R' D' U2
D L' R' D2 U2
D' L' R' D2 U2
L2 R' D2 L U2
R2 L' D' R U2
R2 L' D2 R U2
L R' D2 U2 R2
R L' D2 U2 L2
D L' D R' U2
D2 L' D R' U2
D L' D' R' U2
D' L' D R' U2
D2 L' D' R' U2
D L' D2 R' U2
R' L2 D L U2
D' L' D' R' U2
D2 L' D2 R' U2
R' L2 D' L U2
D' L' D2 R' U2
R' L2 D2 L U2
L' R2 D R U2
B' L' B R' U2
L' R2 D' R U2
L' R2 D2 R U2
B2 L' B2 U2 L2
R' U' F2 U' R
D' R' L' U2 D
D' R' L' U2 D'
D' R' L' U2 D2
D' R' L' D U2
D R' L' U2 D
D' R' L' D' U2
D R' L' U2 D'
D R' L' U2 D2
D' R' L' D2 U2
D R' L' D U2
D R' L' D' U2
D R' L' D2 U2
D2 R' L' U2 D
D2 R' L' U2 D'
D2 R' L' U2 D2
D2 R' L' D U2
L' U' B2 U' L
D2 R' L' D' U2
D2 R' L' D2 U2
D' R' D L' U2
D' R' D L' U2
D R' D L' U2
D R' D L' U2
D' R' D' L' U2
D R' D' L' U2
D' R' D2 L' U2
D2 R' D L' U2
D2 R' D L' U2
D R' D2 L' U2
D2 R' D' L' U2
F' R' F L' U2
D2 R' D2 L' U2
F2 R' F2 U2 R2
R' U2 F2 R F2
L' U2 B2 L B2
R' D L' U2 D
R' D L' U2 D'
R' D L' U2 D2
R' D L' D U2
R' D L' D' U2
R' D L' D2 U2
R2 D L' R U2
L2 D L R' U2
L' D R' U2 D
L' D R' U2 D'
L' D R' U2 D2
L' D R' D U2
L' D R' D' U2
L' D R' D2 U2
R2 D R L' U2
L2 D R' L U2
R' D' L' U2 D
R' D' L' U2 D'
R' D' L' U2 D2
R' D' L' D U2
R' D' L' D' U2
R' D' L' D2 U2
R2 D' L' R U2
L' D' R' U2 D
