U2 R F' B
U2 R B F'
U2 R D F' B
U2 R D B F'
U2 R D' F' B
U2 R D' B F'
U2 R D2 F' B
U2 R D2 B F'
U2 R F' D B
U2 R F' D' B
U2 R F' D2 B
U2 R F' B D
U2 R F' B D'
U2 R F' B D2
U2 R B D F'
U2 R B D' F'
U2 R B D2 F'
U2 R B F' D
U2 R B F' D'
U2 R B F' D2
L' U2 R F' B'
L' U2 R B' F'
L' U2 B' R F'
B' U2 R F' B
B' U2 R B F'
B2 U2 R F' B
B2 U2 R B F'
B U2 R F' B
B U2 R B F'
U2 B R F' B
U2 B R B F'
U2 B' R F' B
U2 B' R B F'
U2 B2 R F' B
U2 B2 R B F'
U2 L R B L' F'
U L U R F' B
U L U R B F'
U' L U' R F' B
U' L U' R B F'
L' R F' B2 L B
L R F' D2 B2 L
L2 R F' B2 L B'
R L F' D2 B2 L
F' L F U2 R F'
L' R B2 L F' B
L' R B2 L B F'
L2 R B2 L F' B'
L2 R B2 L B' F'
L' R B2 F' L B
L2 R B2 F' L B'
U2 L' R F' L B
U L' U R F' B
U L' U R B F'
U' L' U' R F' B
U' L' U' R B F'
D2 L' U2 R F B'
D2 L' U2 R B' F
B' L' U2 R F' B'
B' L' U2 R B' F'
B2 L' U2 R F' B'
B2 L' U2 R B' F'
B L' U2 R F' B'
B L' U2 R B' F'
D2 L' U2 B' R F
B' L' U2 B' R F'
B2 L' U2 B' R F'
R L' F' B2 L B
B L' U2 B' R F'
R L' B2 L F' B
R L' B2 L B F'
R L' B2 L B F'
R L' B2 F' L B
R L' B2 F' L B
U2 L2 R F' L2 B
U2 L2 R F' B L2
U2 L2 R B L2 F'
U2 L2 R B F' L2
U L2 U R F' B
U L2 U R B F'
U' L2 U' R F' B
U' L2 U' R B F'
R L2 F' B2 L B'
R L2 B2 L F' B'
R L2 B2 L B' F'
R L2 B2 F' L B'
U2 R L B L' F'
U2 R L' F' L B
U2 R L2 F' L2 B
U2 R L2 F' B L2
U2 R L2 B L2 F'
U2 R L2 B F' L2
U2 R D F' D B
U2 R D F' D' B
U2 R D F' D2 B
U2 R D F' B D
U2 R D F' B D'
U2 R D F' B D2
U2 R D B D F'
U2 R D B D' F'
U2 R D B D2 F'
U2 R D B F' D
U2 R D B F' D'
U2 R D B F' D2
U2 R D' F' D B
U2 R D' F' D' B
U2 R D' F' D2 B
U2 R D' F' B D
U2 R D' F' B D'
U2 R D' F' B D2
U2 R D' B D F'
U2 R D' B D' F'
U2 R D' B D2 F'
U2 R D' B F' D
U2 R D' B F' D'
U2 R D' B F' D2
U2 R D2 F' D B
U2 R D2 F' D' B
U2 R D2 F' D2 B
U2 R D2 F' B D
U2 R D2 F' B D'
U2 R D2 F' B D2
U2 R D2 B D F'
U2 R D2 B D' F'
U2 R D2 B D2 F'
U2 R D2 B F' D
U2 R D2 B F' D'
U2 R D2 B F' D2
U2 R F' L B L'
U2 R F' L2 B L2
U2 R F' D B D
U2 R F' D B D'
U2 R F' D B D2
U2 R F' D' B D
U2 R F' D' B D'
U2 R F' D' B D2
U2 R F' D2 B D
U2 R F' D2 B D'
U2 R F' D2 B D2
U2 R F' B2 D B'
U2 R F' B2 D' B'
U2 R F' B2 D2 B'
U2 R F2 D F B
U2 R F2 D B F
U2 R F2 D' F B
U2 R F2 D' B F
U2 R F2 D2 F B
U2 R F2 D2 B F
U2 R F2 B D F
U2 R F2 B D' F
U2 R F2 B D2 F
U2 R B L' F' L
U2 R B L2 F' L2
U2 R B D F' D
U2 R B D F' D'
U2 R B D F' D2
U2 R B D' F' D
U2 R B D' F' D'
U2 R B D' F' D2
U2 R B D2 F' D
U2 R B D2 F' D'
U2 R B D2 F' D2
U2 R B F2 D F
U2 R B F2 D' F
U2 R B F2 D2 F
U2 R B2 D F' B'
U2 R B2 D B' F'
U2 R B2 D' F' B'
U2 R B2 D' B' F'
U2 R B2 D2 F' B'
U2 R B2 D2 B' F'
U2 R B2 F' D B'
U2 R B2 F' D' B'
U2 R B2 F' D2 B'
L' U2 R D F' B'
L' U2 R D B' F'
L' U2 R D' F' B'
L' U2 R D' B' F'
L' U2 R D2 F' B'
L' U2 R D2 B' F'
L' U2 R F' D B'
L' U2 R F' D' B'
L' U2 R F' D2 B'
L' U2 R F' B' D
L' U2 R F' B' D'
L' U2 R F' B' D2
L' U2 R B' D F'
L' U2 R B' D' F'
L' U2 R B' D2 F'
L' U2 R B' F' D
L' U2 R B' F' D'
L' U2 R B' F' D2
L U2 R F' D2 B2
L' U2 B R F' B2
L' U2 B R B2 F'
L' U2 B' R D F'
L' U2 B' R D' F'
L' U2 B' R D2 F'
L' U2 B' R F' D
L' U2 B' R F' D'
L' U2 B' R F' D2
U2 R2 F R' F' B
U2 R2 F R' B F'
U2 R2 F' R' F' B
U2 R2 F' R' B F'
U2 R2 F2 R' F' B
U2 R2 F2 R' B F'
B2 U2 R D F' B
B2 U2 R D B F'
B2 U2 R D' F' B
B2 U2 R D' B F'
B' U2 R D F' B
B' U2 R D B F'
B2 U2 R D2 F' B
B2 U2 R D2 B F'
B' U2 R D' F' B
B' U2 R D' B F'
B2 U2 R F' D B
B' U2 R D2 F' B
B2 U2 R F' D' B
B2 U2 R F' D2 B
B' U2 R D2 B F'
B2 U2 R F' B D
B2 U2 R F' B D'
B2 U2 R F' B D2
B' U2 R F' D B
B' U2 R F' D' B
B' U2 R F' D2 B
B' U2 R F' B D
B' U2 R F' B D'
B' U2 R F' B D2
B2 U2 R B D F'
B2 U2 R B D' F'
B2 U2 R B D2 F'
B2 U2 R B F' D
B2 U2 R B F' D'
B2 U2 R B F' D2
B' U2 R B D F'
B' U2 R B D' F'
B' U2 R B D2 F'
B' U2 R B F' D
B' U2 R B F' D'
B' U2 R B F' D2
B U2 R D F' B
B U2 R D B F'
B U2 R D' F' B
B U2 R D' B F'
B U2 R D2 F' B
B U2 R D2 B F'
B U2 R F' D B
B U2 R F' D' B
B U2 R F' D2 B
B U2 R F' B D
B U2 R F' B D'
B U2 R F' B D2
B U2 R B D F'
B U2 R B D' F'
B U2 R B D2 F'
B U2 R B F' D
B U2 R B F' D'
B U2 R B F' D2
F U2 R F' B R
F U2 R B F' R
U' F R U' F' R
U2 F R F' B R
F2 U2 F2 R F' B
F2 U2 F2 R B F'
U2 F R B F' R
F U2 F' R F' B
F U2 F' R B F'
B2 U2 B R F' B
B2 U2 B R B F'
B2 U2 B R B F'
B' U2 B R F' B
B' U2 B R B F'
B' U2 B R B F'
B2 U2 B' R F' B
B2 U2 B' R B F'
B' U2 B' R F' B
B' U2 B' R B F'
B U2 B R F' B
B U2 B R B F'
B U2 B R B F'
B2 U2 B2 R F' B
B2 U2 B2 R B F'
B' U2 B2 R F' B
B' U2 B2 R B F'
B U2 B' R F' B
B U2 B' R B F'
B U2 B2 R F' B
B U2 B2 R B F'
L F U2 R F' R
L F U2 F' R F'
R' F' R2 F' L' B'
R F' L' B2 L B
R F' L2 B2 L B'
R F' U2 R' F' U2
R' F2 L' R2 F' B'
R' F2 L' R2 B' F'
R F' B' L' B' L
D2 F2 L' U2 F B'
D2 F2 L' U2 B' F
R F' B2 L' B' L2
R' F2 R2 L' F' B'
