B2 U2 B'
U2 D2 F2 B
U2 D2 B F2
D2 U2 F2 B
D2 U2 B F2
B2 U2 D B'
B2 U2 D' B'
B2 U2 D2 B'
B2 U2 B' D
B2 U2 B' D'
B2 U2 B' D2
B2 D U2 B'
B2 D U2 B'
B2 D' U2 B'
B2 D2 U2 B'
B2 F U2 B'
F B2 U2 B'
F' B2 U2 B'
B2 F' U2 B'
F2 B2 U2 B'
B2 F2 U2 B'
B2 L2 F L2 U2
U' D L2 U' B
U2 D B D F2
D U' L2 U' B
B2 U' R U' B'
B2 U' R U' B'
B2 U' R' U' B'
B2 U' R2 U' B'
U2 D' B D' F2
D U2 B D F2
D' U2 B D' F2
U2 D2 F2 D B
U2 D2 F2 D' B
U2 D2 F2 D2 B
U2 D2 F2 B D
U2 D2 F2 B D'
U2 D2 F2 B D2
D2 U2 F2 D B
D2 U2 F2 D' B
D2 U2 F2 D2 B
D2 U2 F2 B D
D2 U2 F2 B D'
D2 U2 F2 B D2
B2 U2 R' B' R
F U2 D2 F2 B
F U2 D2 B F2
U2 D2 B F2 D
U2 D2 B F2 D'
U2 D2 B F2 D2
D2 U2 B F2 D
D2 U2 B F2 D'
D2 U2 B F2 D2
B2 U2 R2 B' R2
F' U2 D2 F2 B
F' U2 D2 B F2
B2 U2 D B' D
B2 U2 D B' D'
B2 U2 D B' D2
B2 U2 D' B' D
B2 U2 D' B' D'
B2 U2 D' B' D2
F2 U2 D2 F2 B
F2 U2 D2 B F2
B2 U2 D2 B' D
B2 U2 D2 B' D'
B2 U2 D2 B' D2
B2 U2 B2 D B
B2 U2 B2 D' B
B2 U2 B2 D2 B
D2 F U2 F B
D2 F U2 B F
U2 F D2 F2 B
U2 F D2 B F2
B2 D U2 B' D
B2 D U2 B' D'
B2 D U2 B' D2
B2 D F U2 B'
B2 D F' U2 B'
B2 D F2 U2 B'
R2 F' R2 B2 U2
B D B U2 B'
D2 F' U2 F' B
D2 F' U2 B F'
R2 F' B2 R2 U2
U2 F' D2 F2 B
U2 F' D2 B F2
B2 D' U2 B' D
B2 D' U2 B' D'
B2 D' U2 B' D'
B2 D' U2 B' D2
B2 D' F U2 B'
B2 D' F' U2 B'
B2 D' F2 U2 B'
B D' B U2 B'
U2 F2 D2 F2 B
U2 F2 D2 B F2
F D2 U2 F2 B
F D2 U2 B F2
F' D2 U2 F2 B
F' D2 U2 B F2
F2 D2 U2 F2 B
F2 D2 U2 B F2
B' D2 F2 B' U2
B2 D2 U2 B' D
B2 D2 U2 B' D'
B2 D2 U2 B' D2
B2 D2 F U2 B'
B' D2 B' F2 U2
B2 D2 F' U2 B'
B2 D2 F2 U2 B'
U2 B R2 F' R2
B D2 B U2 B'
U2 B U2 B U2
B2 F U2 D B'
B2 F U2 D' B'
B2 F U2 D2 B'
B2 F U2 D2 B'
B2 F U2 B' D
B2 F U2 B' D'
B2 F U2 B' D2
B2 F D U2 B'
B2 F D' U2 B'
B2 F D2 U2 B'
R' B2 R U2 B
D2 B' U2 F2 B2
D2 B' U2 B2 F2
B2 F' U2 D B'
B2 F' U2 D' B'
B2 F' U2 D2 B'
B2 F' U2 B' D
B2 F' U2 B' D'
B2 F' U2 B' D2
L' B2 U2 R' B'
B2 F' D U2 B'
R2 B2 R2 U2 B
B2 F' D' U2 B'
B2 F' D2 U2 B'
L2 B2 L2 F U2
F B2 U2 D B'
F B2 U2 D' B'
F B2 U2 D2 B'
F B2 U2 B' D
F B2 U2 B' D'
F B2 U2 B' D2
F B2 D U2 B'
F B2 D U2 B'
D2 B2 U2 F2 B'
D2 B2 U2 B' F2
F B2 D' U2 B'
F2 B2 U2 D B'
F2 B2 U2 D' B'
F2 B2 U2 D2 B'
R2 B2 F' R2 U2
F2 B2 U2 B' D
F2 B2 U2 B' D'
F2 B2 U2 B' D2
F' B2 U2 D B'
F' B2 U2 D' B'
F B2 D2 U2 B'
F' B2 U2 D2 B'
F' B2 U2 B' D
F' B2 U2 B' D'
F' B2 U2 B' D2
F2 B2 D U2 B'
F2 B2 D U2 B'
F' B2 D U2 B'
F' B2 D U2 B'
F2 B2 D' U2 B'
F' B2 D' U2 B'
B2 F2 U2 D B'
B2 F2 U2 D' B'
B2 F2 U2 D2 B'
F2 B2 D2 U2 B'
F' B2 D2 U2 B'
B2 F2 U2 B' D
B2 F2 U2 B' D'
B2 F2 U2 B' D2
B2 F2 D U2 B'
B2 F2 D U2 B'
B2 F2 D' U2 B'
B2 F2 D2 U2 B'
U L U D2 F2 B
U L U D2 B F2
U' L U B2 U2 B'
U' L U' D2 F2 B
U' L U' D2 B F2
U L U' B2 U2 B'
D2 L U2 F2 B R
D2 L U2 B F2 R
B2 L D L' U2 B'
U' L D L2 U' B
B2 L D' L' U2 B'
U2 L D2 L' F2 B
U2 L D2 L' B F2
B2 L D2 L' U2 B'
U' L D2 U' F2 B
U' L D2 U' B F2
U L D2 U F2 B
U L D2 U B F2
U2 L D2 B L' F2
B2 L F2 U2 R B
U L' U D2 F2 B
U L' U D2 B F2
U' L' U B2 U2 B'
U' L' U' D2 F2 B
U' L' U' D2 B F2
U L' U' B2 U2 B'
U' L' D L2 U' B
U2 L' D2 L F2 B
U2 L' D2 L B F2
U' L' D2 U' F2 B
U' L' D2 U' B F2
U L' D2 U F2 B
U L' D2 U B F2
U2 L' D2 F2 L B
U2 L' D2 F2 L B
B2 L' F L U2 B'
B2 L' F' L U2 B'
B2 L' F2 L U2 B'
F' L' B2 U2 R' B'
F2 L' B2 U2 R' B'
