U2 F2 B2
U2 B2 F2
F' U2 F' B2
F' U2 B2 F'
F U2 F B2
F U2 F B2
F U2 B2 F
B' U2 F2 B'
B' U2 B' F2
B U2 F2 B
B U2 B F2
U2 F2 B2 D
U2 F2 B2 D'
U2 F2 B2 D2
D2 F2 B2 U2
U2 B2 F2 D
U2 B2 F2 D'
U2 B2 F2 D2
D2 B2 F2 U2
U L U F2 B2
U L U B2 F2
U' L U' F2 B2
U' L U' B2 F2
U2 L B2 L' F2
U L' U F2 B2
U L' U B2 F2
U' L' U' F2 B2
U' L' U' B2 F2
U2 L' F2 L B2
U L2 U F2 B2
U L2 U B2 F2
U' L2 U' F2 B2
U' L2 U' B2 F2
U2 L2 F2 L2 B2
U2 L2 F2 B2 L2
U2 L2 B2 L2 F2
U2 L2 B2 F2 L2
U R U F2 B2
U R U B2 F2
U' R U' F2 B2
U' R U' B2 F2
U2 R F2 R' B2
U R' U F2 B2
U R' U B2 F2
U' R' U' F2 B2
U' R' U' B2 F2
R' U2 F2 L' B2
R' U2 F2 B2 L'
U2 R' B2 R F2
U R2 U F2 B2
L' U2 F2 B2 R'
U R2 U B2 F2
R' U2 B2 F2 L'
L' U2 B2 R' F2
L U2 F2 R B2
L' U2 B2 F2 R'
U' R2 U' F2 B2
U' R2 U' B2 F2
L U2 F2 B2 R
R U2 F2 B2 L
L U2 B2 F2 R
R U2 B2 L F2
R U2 B2 F2 L
U2 R2 F2 R2 B2
U2 R2 F2 B2 R2
U D L2 R2 U
U2 R2 B2 R2 F2
U2 R2 B2 F2 R2
D U L2 R2 U
U D R2 L2 U
D U R2 L2 U
D' U' L2 R2 U'
U' D' L2 R2 U'
D' U' R2 L2 U'
U' D' R2 L2 U'
F U2 F B2 D
F U2 F B2 D'
F U2 F B2 D2
B' U2 F2 D B'
B' U2 F2 D' B'
B' U2 F2 D2 B'
B' U2 F2 B' D
B' U2 F2 B' D'
B' U2 F2 B' D2
F' U2 F' B2 D
F' U2 F' B2 D'
F' U2 F' B2 D2
B' U2 B' F2 D
B' U2 B' F2 D'
B' U2 B' F2 D2
B2 U2 F2 D2 B2
F U2 B2 D F
F U2 B2 D' F
F U2 B2 D2 F
F U2 B2 F D
F U2 B2 F D'
F U2 B2 F D2
F' U2 B2 D F'
B U2 F2 D B
F' U2 B2 D' F'
B U2 F2 D' B
F' U2 B2 D2 F'
B U2 F2 D2 B
B U2 F2 B D
B U2 F2 B D'
B U2 F2 B D2
F' U2 B2 F' D
F' U2 B2 F' D'
F' U2 B2 F' D2
B U2 B F2 D
B U2 B F2 D'
B U2 B F2 D2
F2 U2 B2 D2 F2
U2 F B2 D F
U2 F B2 D' F
U2 F B2 D2 F
R' F2 L' B2 R'
U2 F' B2 D F'
U2 F' B2 D' F'
U2 F' B2 D2 F'
U2 F2 L B2 L'
L F2 R B2 L
U2 F2 L2 B2 L2
U2 F2 R' B2 R
U2 F2 R2 B2 R2
D2 F2 U2 D2 F2
U2 F2 B D B
U2 F2 B D' B
D2 F2 D2 U2 F2
U2 F2 B D2 B
U2 F2 B' D B'
U2 F2 B' D' B'
U2 F2 B' D2 B'
D2 F2 B2 U2 D
D2 F2 B2 U2 D'
D2 F2 B2 U2 D2
D2 F2 B2 D U2
D2 F2 B2 D' U2
F D2 F2 U2 F'
D2 F2 B2 D2 U2
F' D2 F2 U2 F
F2 D2 F2 U2 F2
B' D2 B2 U2 B
B D2 B2 U2 B'
B2 D2 B2 U2 B2
B' F U2 F B'
B' F U2 B' F
F B U2 F B
F B U2 B F
U2 B F2 D B
