F2 B U2
B F2 U2
B U2 D2 B2
F2 D B U2
F2 D' B U2
D2 B U2 B
F2 D2 B U2
B D2 U2 B2
F2 B U2 D
F2 B U2 D'
F2 B U2 D2
F2 B D U2
F2 B D' U2
F2 B D2 U2
B F2 U2 D
B F2 U2 D'
B F2 U2 D2
B F2 D U2
B F2 D' U2
B F2 D2 U2
B L F2 U2 R
F2 L B L' U2
B L' F2 L U2
B L2 F2 L2 U2
F2 L2 B L2 U2
B R F2 R' U2
B R' F2 U2 L'
U2 R2 F' R2 B
B R2 F2 R2 U2
U' D R2 U' F'
F2 U R2 U F'
B U D' L2 U
D U' R2 U' F'
B U' D R2 U'
B' U2 D2 F2 B2
B' U2 D2 B2 F2
F2 U2 R2 F' R2
B U2 D2 B2 D
B U2 D2 B2 D'
B U2 D2 B2 D2
B U2 B D2 B2
B U2 B' D2 B2
B U2 B2 D2 B2
D2 F B U2 B
F D F B U2
B D U' R2 U'
F' D F' B U2
F D B F U2
F' D B F' U2
F2 D B U2 D
F2 D B U2 D'
F2 D B U2 D2
F2 D B D U2
F2 D B D' U2
F2 D B D2 U2
L' F2 L B U2
F D' F B U2
D2 F' B U2 B
B D' U L2 U
F D' B F U2
F' D' F' B U2
R2 F2 R2 U2 F
F' D' B F' U2
L2 F2 L2 B U2
F2 D' B U2 D
F2 D' B U2 D'
F2 D' B U2 D2
F2 D' B D U2
F2 D' B D' U2
F2 D' B D2 U2
R F2 R' B U2
L F2 B U2 R
B' D2 U2 F2 B2
B' D2 U2 B2 F2
L2 F2 B L2 U2
L B L' F2 U2
D2 F2 B U2 B
F D2 F B U2
B D2 U2 B2 D
B D2 U2 B2 D'
B D2 U2 B2 D2
F' D2 F' B U2
B D2 F U2 B2
F D2 B F U2
B D2 F' U2 B2
L2 B L2 F2 U2
D' B U L2 U
F' D2 B F' U2
F' D2 B F' U2
F2 D2 B U2 D
F2 D2 B U2 D'
F2 D2 B U2 D2
F2 D2 B D U2
F2 D2 B D' U2
F2 D2 B D2 U2
B D2 F2 U2 B2
D B U' R2 U'
D B U2 D B2
D' B U2 D' B2
B2 D2 B' U2 B'
D B D U2 B2
D' B D F2 U2
D' B D' U2 B2
D B D' F2 U2
D2 B U2 D B
D2 B U2 D' B
D2 B U2 D2 B
D2 B U2 B D
D2 B U2 B D'
D2 B U2 B D2
D2 B D U2 B
L B F2 U2 R
D2 B D' U2 B
D2 B D2 U2 B
D2 B F U2 B
F B D F U2
L2 B F2 L2 U2
D2 B F' U2 B
F B D' F U2
F B D2 F U2
D2 B F2 U2 B
F' B D F' U2
F' B D' F' U2
B F D F U2
F' B D2 F' U2
B F D' F U2
B F D2 F U2
F2 B' U2 D2 F2
U2 B' D2 F2 B2
U2 B' D2 B2 F2
F2 B' D2 U2 F2
B F' D F' U2
B F' D' F' U2
B F' D2 F' U2
B' F2 U2 D2 F2
B' F2 D2 U2 F2
F2 B2 D B' U2
F2 B2 D' B' U2
F2 B2 D2 B' U2
B2 F2 D B' U2
B2 F2 D' B' U2
B2 F2 D2 B' U2
U' L U F2 B U2
U' L U B F2 U2
U L U' F2 B U2
U L U' B F2 U2
F2 L D L' B U2
U' L D R2 U' F'
F2 L D B L' U2
F2 L D B L' U2
F2 L D' L' B U2
F2 L D' B L' U2
F2 L D2 L' B U2
B L D2 L' U2 B2
F2 L D2 B L' U2
B L F2 L U2 R
B L F2 L' U2 R
B L F2 L2 U2 R
B L F2 U2 R D
B L F2 U2 R D'
B L F2 U2 R D2
B L F2 U2 D R
B L F2 U2 D' R
B L F2 U2 D2 R
F' L B L' F' U2
B' L F2 B2 U2 R
B L F2 D U2 R
B L F2 D' U2 R
B L F2 D2 U2 R
F2 L B L' U2 D
F2 L B L' U2 D'
F2 L B L' U2 D2
F2 L B L' D U2
F2 L B L' D' U2
F2 L B L' D2 U2
D2 L B L' U2 B
F L B L' F U2
F2 L B D L' U2
F2 L B D' L' U2
F2 L B D2 L' U2
F2 L B' L' B2 U2
B' L B2 L' F2 U2
B' L B2 F2 U2 R
U' L' U F2 B U2
U' L' U B F2 U2
U L' U' F2 B U2
U L' U' B F2 U2
B L' U2 D2 B2 R'
F2 L' D L B U2
U' L' D R2 U' F'
F2 L' D' L B U2
F2 L' D2 L B U2
B L' D2 L U2 B2
B L' D2 L U2 B2
B L' D2 U2 B2 R'
F' L' F' L B U2
B L' F' L F' U2
B' L' F2 L B2 U2
B2 L' F2 L B' U2
B L' F2 L U2 D
B L' F2 L U2 D'
B L' F2 L U2 D2
B L' F2 L D U2
B L' F2 L D' U2
B L' F2 L D2 U2
B' L' F2 B2 U2 R'
B L' F2 D L U2
B L' F2 D' L U2
B L' F2 D2 L U2
D2 L' B U2 B R'
B' L' B2 F2 U2 R'
U' L2 U F2 B U2
U' L2 U B F2 U2
U L2 U' F2 B U2
U L2 U' B F2 U2
F2 L2 U2 D2 R2 F'
U' L2 D R2 U' F'
B L2 U2 D2 R2 B2
B L2 U2 D2 B2 R2
F2 L2 D2 U2 R2 F'
F2 L2 D2 B U2 R2
B L2 D2 U2 R2 B2
B L2 D2 U2 B2 R2
B L2 F L2 U2 B'
F' L2 F' L2 B U2
F' L2 F' B L2 U2
B L2 F' L2 F' U2
B' L2 F2 L2 B2 U2
B2 L2 F2 L2 U2 F'
B L2 F2 L2 U2 D
B L2 F2 L2 U2 D'
B L2 F2 L2 U2 D2
B L2 F2 L2 D U2
B L2 F2 L2 D' U2
B L2 F2 L2 D2 U2
B' L2 F2 B2 L2 U2
F' L2 B L2 F' U2
F2 L2 B L2 U2 D
F2 L2 B L2 U2 D'
F2 L2 B L2 U2 D2
F2 L2 B L2 D U2
F2 L2 B L2 D' U2
F2 L2 B L2 D2 U2
D2 L2 B L2 U2 B
B L2 F2 U2 D2 R2
B L2 F2 D2 U2 R2
F2 L2 B U2 D2 R2
F' L2 B F' L2 U2
F2 L2 B D2 U2 R2
F L2 B L2 U2 B2
F2 L2 B' L2 B2 U2
B' L2 B2 L2 F2 U2
F2 L2 B2 L2 U2 F
B' L2 B2 F2 L2 U2
B R U2 D2 B2 L
B R D2 R' U2 B2
B R D2 U2 B2 L
B R F R' F U2
F R F R' B U2
B' R F2 R' B2 U2
B2 R F2 R' B' U2
B R F2 R' U2 D
B R F2 R' U2 D'
B R F2 R' U2 D2
B R F2 R' D U2
B R F2 R' D' U2
B R F2 R' D2 U2
B' R F2 B2 U2 L
B R F2 D R' U2
B R F2 D' R' U2
B R F2 D2 R' U2
B' R B2 F2 U2 L
F2 R' D R B U2
F2 R' D' R B U2
F2 R' D2 R B U2
B R' D2 R U2 B2
B' R' F2 B2 U2 L'
B2 R' F2 B' U2 L'
B R' F2 R U2 L'
F2 R' B R B U2
B R' F2 R' U2 L'
B R' F2 R2 U2 L'
B R' F2 U2 L' D
B R' F2 U2 L' D'
B R' F2 U2 L' D2
B R' F2 U2 D L'
B R' F2 U2 D' L'
B R' F2 U2 D2 L'
B R' F2 D U2 L'
B R' F2 D' U2 L'
B R' F2 D2 U2 L'
F2 R' B' R B U2
B2 R' B' R F2 U2
B2 R' B' F2 U2 L'
B' R' B2 R F2 U2
F2 R' B2 R B U2
B' R' B2 F2 U2 L'
R2 U2 D2 L2 F' B2
R2 U2 D2 L2 B2 F'
R2 U2 D2 F' L2 B2
L2 U2 D2 R2 F' B2
L2 U2 D2 R2 B2 F'
R2 U2 D2 F' B2 L2
R2 U2 D2 B2 L2 F'
R2 U2 D2 B2 F' L2
U' R2 U F2 U2 F
U' R2 U' D2 F' B2
U' R2 U' D2 B2 F'
U R2 U D2 F' B2
U R2 U D2 B2 F'
F2 R2 U2 D2 L2 F'
F2 R2 U2 D2 F' L2
F2 R2 U2 F' D2 L2
U R2 U' F2 U2 F
B R2 U2 D2 L2 B2
B R2 U2 D2 B2 L2
U R2 D' L2 U F'
U' R2 D2 U' F' B2
U' R2 D2 U' B2 F'
F2 R2 D2 U2 L2 F'
