R U2 B'
D' R U2 B'
D R U2 B'
D2 R U2 B'
R U2 D B'
R U2 D' B'
R U2 D2 B'
R U2 B' D
R U2 B' D'
R U2 B' D2
R D U2 B'
R D U2 B'
R D' U2 B'
R D2 U2 B'
R F U2 B'
F2 U2 B' L'
R F' U2 B'
R F2 U2 B'
L2 R F L2 U2
R L2 F L2 U2
D R U2 D B'
D' R U2 D B'
D' R U2 D' B'
D' R U2 D2 B'
D R U2 D' B'
D R U2 D2 B'
D R U2 B' D
D R U2 B' D'
D R U2 B' D2
D' R U2 B' D
D' R U2 B' D'
D' R U2 B' D2
D R D U2 B'
D' R D U2 B'
D2 R U2 D B'
D' R D' U2 B'
D2 R U2 D' B'
D2 R U2 D2 B'
D R D' U2 B'
D2 R U2 B' D
D2 R U2 B' D'
D2 R U2 B' D2
F2 R U2 B' L'
D' R D2 U2 B'
D R D2 U2 B'
D2 R D U2 B'
D R F U2 B'
D2 R D' U2 B'
D' R F U2 B'
D R F' U2 B'
D' R F' U2 B'
D2 R D2 U2 B'
D R F2 U2 B'
D' R F2 U2 B'
D2 R F U2 B'
D2 R F' U2 B'
R U' R U' B'
D2 R F2 U2 B'
B R B' U2 B'
R U' R' U' B'
R U' R2 U' B'
F2 R' U2 B' L'
R' U2 D2 B' L2
R U2 R' B' R
R U2 R2 B' R2
R' U2 B' D2 L2
R U2 D B' D
R U2 D B' D'
R U2 D B' D2
R U2 D' B' D
R U2 D' B' D'
R U2 D' B' D2
R U2 D2 B' D
R U2 D2 B' D'
R U2 D2 B' D2
R2 U2 B2 L B
F2 R2 U2 B' L'
R U2 B2 D B
R U2 B2 D' B
R U2 B2 D2 B
R2 D R' U2 B'
R D U2 B' D
R D U2 B' D'
R D U2 B' D2
R D F U2 B'
R D F' U2 B'
R D F2 U2 B'
R2 D' R' U2 B'
R D' U2 B' D
R D' U2 B' D'
R D' U2 B' D2
R D' F U2 B'
R D' F' U2 B'
R D' F2 U2 B'
R' D2 U2 B' L2
R2 D2 R' U2 B'
R D2 U2 B' D
R D2 U2 B' D'
